sample_id,region,PF,R_ohm,L_H,fsw_Hz,StopTime_s,analysisWindow_s,Vout_rms_V,Vout_fund_rms_V,Vout_THD_fft_pct,THD_block_pct,THD_used_pct,Vout_error_pct,Vout_valid_2pct,Irms_A,IL_rms_A,IL_ripple_rms_A,IL_ripple_rms_pct_of_Irms,Pac_W,Pdc_W,Psw_4mos_W,Pcond_4mos_W,Pmos_total_4mos_W,R_L_filter_ohm,P_L_filter_W,eta_total_mosfet_pct,eta_with_filter_pct,Tj_final_C,Good_condition,Strict_condition
804,normal,0.6,100,0.424413181578388,24000,0.25,0.2,219.1874748731,219.16525327121,0.205281657616505,0.322674313690267,0.322674313690267,0.37943033126816,1,1.2725840558418,1.79299297607469,1.2504394761744,98.2598729281776,172.951179424312,193.595483474119,6.08806721814611,0.473679926221026,6.56174714436713,0.012,0.038577885747038,96.3446937945961,96.3239934690776,25.0821103717084,0,0
805,normal,0.7,100,0.324741038611309,2000,0.25,0.2,201.534935859549,197.92986612613,4.94214519453654,7.75684100122263,7.75684100122263,10.0318790335772,0,1.3424107072156,14.0801468441751,14.0190060140484,1044.31571788684,193.807305700608,271.701540509124,2.69776103081265,13.758372323647,16.4561333544597,0.012,2.37900642184242,92.1735640640074,91.1423423794534,25.1566245345415,0,0
806,normal,0.7,100,0.324741038611309,6000,0.25,0.2,217.539990326675,217.47839919052,0.586126443491717,1.57322121366387,1.57322121366387,1.14618218612722,1,1.47029779820757,3.85337033748882,3.57525581769285,243.165420097304,231.815587172701,267.210929004449,2.68094242529531,1.16213300630382,3.84307543159914,0.012,0.178181555494064,98.3692195359472,98.2948987460295,25.0608257652388,0,0
807,normal,0.7,100,0.324741038611309,10000,0.25,0.2,218.280146089983,218.267691577159,0.364863067443994,0.935970962124898,0.935970962124898,0.787412919473124,1,1.47564839632098,3.14508153739899,2.79523627498686,189.424274912358,233.464178570368,264.561299323166,3.51006810918277,0.87622438368695,4.38629249286972,0.012,0.118698454522656,98.1558613387385,98.106901429071,25.0636933360407,0,0
808,normal,0.7,100,0.324741038611309,12000,0.25,0.2,218.750931502582,218.729715149526,0.221445419228678,0.787517443924579,0.787517443924579,0.577402204761135,1,1.47866035887732,3.16574083229318,2.81686364223614,190.501058970355,234.441416103047,267.234507911708,3.76164153052398,0.900721386502543,4.66236291702652,0.012,0.12026298020698,98.0500672402024,98.0007753998121,25.0660463234829,0,0
809,normal,0.7,100,0.324741038611309,14000,0.25,0.2,218.996713542582,219.007689927119,0.180678491137641,0.563657622493413,0.563657622493413,0.451050033127636,1,1.48032469662919,2.62288142560615,2.18795658067112,147.802477770807,234.975976074181,263.373076711253,3.70157627325425,0.69454264437025,4.3961189176245,0.012,0.0825540836734773,98.1634789477967,98.1296362302466,25.0636895374786,0,0
810,normal,0.7,100,0.324741038611309,16000,0.25,0.2,219.055987051591,219.010638048045,0.171230390368208,0.704658584116787,0.704658584116787,0.449709978161417,1,1.48224570749785,2.38132884649547,1.89145794914751,127.607584867993,235.297299353457,260.563981806818,4.25501555652704,0.607514015883825,4.86252957241087,0.012,0.0680487249018175,97.9752943720193,97.9475411656925,25.0683804089957,0,0
811,R45_R60_R80_R100_R120_f17_f18_f19,0.7,100,0.324741038611309,17000,0.25,0.2,218.56249777214,218.611826486157,0.322147625125874,1.01492035030544,1.01492035030544,0.630987960837863,1,1.47858253568171,2.99181301639693,2.62063024560317,177.239361507467,234.031850507481,263.611093660149,4.8381553537641,0.819394080507194,5.65754943427129,0.012,0.107411341500985,97.6396330268897,97.5958976497971,25.0746442848542,0,0
812,R45_R60_R80_R100_R120_f17_f18_f19,0.7,100,0.324741038611309,18000,0.25,0.2,218.116605579234,217.981257692743,0.337438017977777,1.18614429390768,1.18614429390768,0.917610139662421,1,1.47466813551419,3.23000483442389,2.89090518641835,196.037679040942,232.99070193222,264.919775151406,5.07463190775373,0.981106975396969,6.0557388831507,0.012,0.12519517476482,97.4667102917345,97.4156910235918,25.0789810693972,0,0
813,R45_R60_R80_R100_R120_f17_f18_f19,0.7,100,0.324741038611309,19000,0.25,0.2,217.38887175296,217.511306568911,0.408638393031363,1.10876176114272,1.10876176114272,1.13122428685874,1,1.46936938654939,3.50432275882969,3.19681108181165,217.563473900795,231.72652762485,264.340726313978,5.37940914955917,1.13563099291673,6.5150401424759,0.012,0.147363335976621,97.2653638055141,97.2052379078098,25.0828718273078,0,0
814,normal,0.7,100,0.324741038611309,20000,0.25,0.2,216.968018555681,217.063687817859,0.595491281002573,1.59977942192401,1.59977942192401,1.33468735551861,1,1.46847940322864,3.3790502272359,3.06041910493894,208.407356494767,231.077075419649,261.110967562512,5.89309542269386,0.938804579613192,6.83190000230705,0.012,0.137015765258196,97.1283555022714,97.0724498518925,25.0849397257415,0,0
815,normal,0.7,100,0.324741038611309,22000,0.25,0.2,218.439074950389,218.301048066089,0.303261354301145,1.21855980042589,1.21855980042589,0.772250879050243,1,1.47877236936548,2.64888284958512,2.22173427759735,150.241803513725,234.063699617819,259.358689465179,5.64697890801692,0.759479537880281,6.4064584458972,0.012,0.0841989642099141,97.3358613403499,97.3017917903047,25.0814360042808,0,0
816,normal,0.7,100,0.324741038611309,24000,0.25,0.2,219.227826808967,219.217073527847,0.178400490866759,0.49500900140985,0.49500900140985,0.355875669160445,1,1.48274333982565,1.89454608149853,1.22204378010601,82.4177554727514,235.633801432601,256.145171390268,6.18393290566699,0.500917427243098,6.68485033291009,0.012,0.0430716582590573,97.2412976532327,97.2240162777662,25.0833855808787,0,0
817,normal,0.8,100,0.238732414637843,2000,0.25,0.2,201.144432923218,199.074154191497,4.6127946197596,14.8338331330628,14.8338331330628,9.51174809477426,0,1.52930035025377,14.369478497251,14.2843126306311,934.04233041997,250.056748933558,331.25680637577,2.86864518849751,14.1603788190361,17.0290240075336,0.012,2.47778294739552,93.624136613488,92.7635592687467,25.1796005031648,0,0
818,normal,0.8,100,0.238732414637843,6000,0.25,0.2,217.492626577083,217.435914475541,0.501904883838825,1.40390883699769,1.40390883699769,1.16549342020841,1,1.67796594291095,3.9970165311225,3.60929752854017,215.099570035297,302.681274678957,338.80391169766,2.70338215783665,1.25585830672412,3.95924046456077,0.012,0.191713693800798,98.7088332203239,98.6471583594426,25.0611732472588,0,0
819,normal,0.8,100,0.238732414637843,10000,0.25,0.2,218.094661772858,218.129829417729,0.297271687343505,1.21206233601864,1.21206233601864,0.850077537395864,1,1.68352389599691,3.43517162770152,2.97221490912455,176.547236198542,304.45115036052,335.810946487748,3.66997613012039,0.962638885601062,4.63261501572145,0.012,0.141604849341186,98.5011781482336,98.4560710974071,25.0669189019087,0,0
820,normal,0.8,100,0.238732414637843,12000,0.25,0.2,218.652193388376,218.623366155752,0.263238500933161,0.874616261111115,0.874616261111115,0.625742656476366,1,1.68720441355673,3.32678508756024,2.84362840957862,168.540835166741,305.928253495468,339.144838002912,3.77248959214064,0.995045342995658,4.7675349351363,0.012,0.132809988225758,98.4655295911096,98.4234575105734,25.0673108285213,0,0
821,normal,0.8,100,0.238732414637843,14000,0.25,0.2,219.145901717891,219.129865378565,0.139304243753689,0.540801835504561,0.540801835504561,0.395515737015806,1,1.6908411367755,2.70456881043986,2.07820355918897,122.909451041165,307.335694827735,335.308470855394,3.72107425622149,0.688332081169256,4.40940633739075,0.012,0.0877763094048491,98.5855731747152,98.5578228045685,25.0641234431374,0,0
822,normal,0.8,100,0.238732414637843,16000,0.25,0.2,218.950683492259,219.112580705228,0.131637954154266,0.497285142922182,0.497285142922182,0.403372406714482,1,1.68977284362035,2.64420803186705,2.00029775062409,118.376724905723,306.81827960691,333.24648151117,4.31889783970318,0.63310700284102,4.9520048425442,0.012,0.0839020333894824,98.4116495094172,98.385172592124,25.0681279840149,0,0
823,R45_R60_R80_R100_R120_f17_f18_f19,0.8,100,0.238732414637843,17000,0.25,0.2,219.144926618689,219.116410344691,0.13561717023049,0.555053837490325,0.555053837490325,0.401631661504082,1,1.6892971384546,2.65260935918939,2.01023106073197,118.998074108559,307.29725800088,334.160767274177,4.60492877296694,0.708220586186296,5.31314935915323,0.012,0.0844360369495098,98.3003926823735,98.2738489264915,25.07328239487,0,0
824,R45_R60_R80_R100_R120_f17_f18_f19,0.8,100,0.238732414637843,18000,0.25,0.2,218.447107637589,218.388297794992,0.293811204854936,1.38647330917287,1.38647330917287,0.732591911367125,1,1.68130673189942,3.25989669501298,2.76595013095281,164.511928637081,305.21616876519,336.290570142526,5.13820205467226,1.00635122064803,6.14455327532029,0.012,0.127523117545879,98.0265483600334,97.9864163446413,25.0818875796367,0,0
825,R45_R60_R80_R100_R120_f17_f18_f19,0.8,100,0.238732414637843,19000,0.25,0.2,217.320268375505,217.435147961211,0.429340857542394,1.62521507909778,1.62521507909778,1.16584183581325,1,1.676697878795,3.64674052648071,3.21775108933055,191.910011339852,302.315627291412,335.372775265349,5.40318557602061,1.17351042116181,6.57669599718242,0.012,0.159584597609722,97.8708774866386,97.8203400713926,25.0839494345139,0,0
826,normal,0.8,100,0.238732414637843,20000,0.25,0.2,217.809510499611,217.800561472255,0.38055693124075,1.93699096488132,1.93699096488132,0.999744785338818,1,1.68307040347343,3.25905914152285,2.76818998298566,164.472619640439,303.733810443113,333.586165250817,5.72539741380175,0.877053975676936,6.60245138947868,0.012,0.127457597855324,97.8724847201258,97.8323042062112,25.0827794016281,0,0
827,normal,0.8,100,0.238732414637843,22000,0.25,0.2,218.776880943218,218.69383353173,0.234663430218377,0.598684255870358,0.598684255870358,0.593712031031699,1,1.68750561035583,2.61245979124189,1.95942084217485,116.113441647266,305.97065936456,331.553471087485,5.72510257648114,0.737336335576734,6.46243891205787,0.012,0.0818993539302676,97.9315767286806,97.9059122552177,25.0815099022381,0,0
828,normal,0.8,100,0.238732414637843,24000,0.25,0.2,219.249202938618,219.285623625267,0.10973875839166,0.317976897254136,0.317976897254136,0.324716533969717,1,1.69180016153567,2.16628565528029,1.30178062283915,76.9464770388428,307.688167601606,328.649788669177,6.31437991800246,0.559594826937458,6.87397474493992,0.012,0.0563135224832778,97.8147482422195,97.7972403912922,25.0853309249492,0,0
829,normal,0.9,100,0.154164514067231,2000,0.25,0.2,202.227242422721,198.65932049905,4.91407900678419,10.3664533078934,10.3664533078934,9.70030886406798,0,1.73587225570159,13.0749492606074,12.9274963906643,744.726252073164,323.685972697882,397.602477068265,2.65719569040902,12.0747534809764,14.7319491713855,0.012,2.05145157800951,95.6468176714718,95.0705108716647,25.1575251046484,0,0
830,normal,0.9,100,0.154164514067231,6000,0.25,0.2,217.256158892449,217.223981305296,0.639909094620134,1.51316659485652,1.51316659485652,1.2618266794111,1,1.88574384435897,4.1387849700183,3.5502340236303,188.267035008519,382.563389509044,419.325188859872,2.75180226797278,1.36684002702621,4.11864229499899,0.012,0.205554492336593,98.9348762145001,98.8823118289396,25.0621964654125,0,0
831,normal,0.9,100,0.154164514067231,10000,0.25,0.2,218.368940011964,218.35349022327,0.315689967886636,0.992236228519841,0.992236228519841,0.748413534877492,1,1.89389538979008,3.4125340257979,2.65920275444219,140.409167727946,386.126334720731,416.253772149083,3.6590443804743,0.981846489885215,4.64089087035952,0.012,0.139744661726741,98.8123643523738,98.7770400898724,25.0661308028738,0,0
832,normal,0.9,100,0.154164514067231,12000,0.25,0.2,218.736076825677,218.715377744437,0.255631315769349,0.821757594819421,0.821757594819421,0.583919207074127,1,1.8979613870768,3.50306623646235,2.77196445656682,146.049570630947,387.544312219747,420.435089340098,3.78451152040484,1.02906787424095,4.81357939464579,0.012,0.14725767668451,98.7731661583663,98.7361090471577,25.0678265547065,0,0
833,normal,0.9,100,0.154164514067231,14000,0.25,0.2,218.977121366056,218.960679671152,0.165793846881999,0.734341341246302,0.734341341246302,0.472418331294477,1,1.89992348590042,3.09728655997084,2.23483763250278,117.627770228002,388.342057774605,417.170586458182,3.94341235090909,0.861548352888572,4.80496070379766,0.012,0.115118208414912,98.7778208970287,98.7489060213974,25.0674616311281,0,0
834,normal,0.9,100,0.154164514067231,16000,0.25,0.2,219.204924392819,219.180078208109,0.0940098982397012,0.482004172528144,0.482004172528144,0.372691723586782,1,1.89995237055217,2.74080926530338,1.70403591011557,89.6883488516264,389.25040847572,414.403755878257,4.36367823982899,0.734020464964417,5.0976987047934,0.012,0.0901444251452741,98.7073099599132,98.6847515146362,25.0709448976338,0,0
835,R45_R60_R80_R100_R120_f17_f18_f19,0.9,100,0.154164514067231,17000,0.25,0.2,218.166616572521,218.023482677931,0.288651068901963,1.44395232811303,1.44395232811303,0.898416964577031,1,1.89739000153738,3.50349034096398,2.77690989234079,146.354196558998,386.289481963306,415.986956998655,5.13015275699523,1.10360187382681,6.23375463082204,0.012,0.147293334830735,98.4118762789914,98.3749613278065,25.0819558059378,0,0
836,R45_R60_R80_R100_R120_f17_f18_f19,0.9,100,0.154164514067231,18000,0.25,0.2,218.486526927571,218.393914647613,0.197506289258331,0.855367575707732,0.855367575707732,0.730038796539519,1,1.89350408813954,3.36445982812977,2.59659427760003,137.131696406914,386.62284379502,416.426561314973,5.13791907127958,0.957712725701336,6.09563179698092,0.012,0.135835079221188,98.4478367645443,98.4137969962567,25.0806245498433,0,0
837,R45_R60_R80_R100_R120_f17_f18_f19,0.9,100,0.154164514067231,19000,0.25,0.2,217.503851709707,217.84856592871,0.339505102575988,1.44354463522182,1.44354463522182,0.977924577859038,1,1.88549132792554,3.8000320519678,3.14715789434912,166.914471986021,382.84440107478,415.946520927901,5.51860768544806,1.28666586539915,6.80527355084721,0.012,0.173282923151791,98.2534892253187,98.2098138811833,25.0851180594582,0,0
838,normal,0.9,100,0.154164514067231,20000,0.25,0.2,217.371476416174,217.347222067402,0.487527491902906,1.6513850885675,1.6513850885675,1.20580815118073,1,1.88667203084238,3.59336451536386,2.89523141561254,153.457059217646,382.53641402546,412.846389623141,6.0029480740757,1.16732780581568,7.17027587989138,0.012,0.154947222483314,98.1600839642674,98.1210710660478,25.0871152276284,0,0
839,normal,0.9,100,0.154164514067231,22000,0.25,0.2,218.932640552145,218.90484317872,0.210751757681788,1.17047211426855,1.17047211426855,0.497798555127454,1,1.90113803707068,2.70716535140322,1.65296739083678,86.9462058306777,388.223688114705,411.403410279374,5.78803120474338,0.712676002304257,6.50070720704764,0.012,0.0879449308780575,98.353102244479,98.3311939708597,25.0822759918037,0,0
840,normal,0.9,100,0.154164514067231,24000,0.25,0.2,219.045388671084,219.090277431678,0.212357313662448,0.557130093456793,0.557130093456793,0.413510258328193,1,1.90048562173255,2.52345880796805,1.32904062474684,69.931632712656,388.693149283456,409.699385770532,6.40721542428475,0.634817239913704,7.04203266419846,0.012,0.0764141322661383,98.2205189264345,98.2015567843476,25.0867623932769,0,0
841,normal,0.95,100,0.104623400109905,2000,0.25,0.2,201.125784639968,198.663463364548,4.28797610249019,15.0366432713526,15.0366432713526,9.69842574338741,0,1.81997426251226,13.8292044238182,13.6518705092082,750.113382942207,355.234799373214,434.036773896182,2.80270171794658,14.6831662259118,17.4858679438584,0.012,2.29496273994902,95.3085864355938,94.7253316666296,25.192680096882,0,0
842,normal,0.95,100,0.104623400109905,6000,0.25,0.2,217.379475958822,217.410463721958,0.60537126833639,1.31645711528393,1.31645711528393,1.17706194456435,1,1.98985319529097,4.40032519362327,3.67986114738336,184.931288202156,426.217143494139,463.272925204381,2.78968054021298,1.52118424465466,4.31086478486764,0.012,0.232354341715628,98.9987028249103,98.9453024185088,25.0635990996848,0,0
843,normal,0.95,100,0.104623400109905,10000,0.25,0.2,218.280079477703,218.24228669107,0.348504818857648,1.03752191976402,1.03752191976402,0.798960594968373,1,1.99999120175888,3.60447945504669,2.66915230592328,133.458202394886,430.061669321386,460.226642968172,3.61426098878492,1.08325737111457,4.6975183598995,0.012,0.155907265702244,98.9195125731666,98.8840521559287,25.0670871224806,0,0
844,normal,0.95,100,0.104623400109905,12000,0.25,0.2,218.782324878381,218.766894153276,0.251252631601766,0.794954661379295,0.794954661379295,0.560502657601916,1,2.00355980603768,3.62220873425305,2.68750088145339,134.136294477193,431.950234560447,464.388440110588,3.90341235168989,1.10561895034349,5.00903130203338,0.012,0.157444753373989,98.8536617269927,98.818055697727,25.0694240743501,0,0
845,normal,0.95,100,0.104623400109905,14000,0.25,0.2,219.098219937228,219.091556734725,0.134820434520439,0.506764545725059,0.506764545725059,0.412928756943206,1,2.00680979548714,3.17822164599408,2.04624290324319,101.964964883305,433.180733433662,461.186104699263,3.87797614316762,0.939574265862074,4.81755040902969,0.012,0.121213113972784,98.9000983367414,98.8727359642041,25.0676462037355,0,0
846,normal,0.95,100,0.104623400109905,16000,0.25,0.2,219.267824518138,219.261530852792,0.0707652691572393,0.313195079825614,0.313195079825614,0.33566779418551,1,2.00839157066017,2.96866660522371,1.70017140143055,84.6533826504607,433.928727826538,459.093959550368,4.49529705584659,0.768176407977732,5.26347346382433,0.012,0.105755776955645,98.8015557998616,98.7777704962199,25.0716612235316,0,0
847,R45_R60_R80_R100_R120_f17_f18_f19,0.95,100,0.104623400109905,17000,0.25,0.2,218.118366554885,217.967099033686,0.373110726394853,1.4908697919796,1.4908697919796,0.924045893779183,1,1.99935131250998,3.61446688391929,2.68432671669804,134.259882187895,429.193103827122,458.457975426277,5.1782626852407,1.15525531899279,6.3335180042335,0.012,0.156772450259391,98.5457793653115,98.5103195256742,25.0816721609449,0,0
848,R45_R60_R80_R100_R120_f17_f18_f19,0.95,100,0.104623400109905,18000,0.25,0.2,217.561489711478,217.661838333748,0.450362651992221,1.49224526441755,1.49224526441755,1.0628007573872,1,1.99521196056132,3.94170965992998,3.11583653495157,156.165690490096,427.568174976077,460.464808892912,5.54179456783206,1.34380915834979,6.88560372618185,0.012,0.186444900518224,98.4151124783056,98.3728959625322,25.0857632689546,0,0
849,R45_R60_R80_R100_R120_f17_f18_f19,0.95,100,0.104623400109905,19000,0.25,0.2,217.377159297502,217.519730365886,0.384691129150693,1.75017032196085,1.75017032196085,1.12739528823358,1,1.99291127332967,3.97152345558497,3.15498882427425,158.310551327407,426.418300054342,459.530528533713,5.6624227301919,1.38265109655465,7.04507382674655,0.012,0.189275982699139,98.3747014739291,98.3317639563097,25.0884969052956,0,0
850,normal,0.95,100,0.104623400109905,20000,0.25,0.2,218.048456983339,218.119055729601,0.31522954091349,1.10734290369707,1.10734290369707,0.854974668363155,1,1.99336769978832,3.54592886107206,2.59184873237675,130.02361444163,428.79069564825,457.657713611829,6.05346834033496,1.16251671805758,7.21598505839254,0.012,0.150883337853405,98.3449829147807,98.310961679093,25.0890067326751,0,0
851,normal,0.95,100,0.104623400109905,22000,0.25,0.2,219.019879881925,218.977756673152,0.195356105712839,0.689970450797798,0.689970450797798,0.464656057658201,1,2.00564253660076,2.91819520043897,1.61455365774354,80.5005691831781,432.978040345629,456.642368421931,6.10151188297117,0.844138661556345,6.94565054452752,0.012,0.102190358734381,98.421169241767,98.3983121894425,25.0856248842872,0,0
852,normal,0.95,100,0.104623400109905,24000,0.25,0.2,219.185622035172,219.30051180502,0.0963778683188485,0.285770947232479,0.285770947232479,0.317949179536547,1,2.00787579652794,2.73542065693736,1.25069391745161,62.2894065267552,433.596321284714,454.588932515417,6.75144166993377,0.767156693930488,7.51859836386426,0.012,0.0897903140447952,98.2955465732481,98.2755422809168,25.0903351881642,0,0
853,normal,0.99,100,0.04535670226376,2000,0.25,0.2,203.161223945298,202.346512245276,2.72582349480809,11.9293597630215,11.9293597630215,8.02431261578367,0,1.91821865074221,12.4682690991646,12.203510033126,636.189728861416,397.113787873834,470.783450900564,2.60797201574271,11.6289226228032,14.2368946385459,0.012,1.86549281195018,96.5389884485928,96.1031565528969,25.1610349273176,0,0
854,normal,0.99,100,0.04535670226376,6000,0.25,0.2,217.60831459354,217.706343264571,0.470773892169805,1.23818860906293,1.23818860906293,1.04257124337703,1,2.0750890897953,4.38233879492054,3.40649006150769,164.161147502526,463.948261930746,499.842119408188,2.68012191170358,1.48645926624693,4.16658117795051,0.012,0.230458719761587,99.1099232935489,99.0611542636286,25.0636207713655,0,0
855,normal,0.99,100,0.04535670226376,10000,0.25,0.2,218.321439811041,218.296098781904,0.316361803396139,1.01315918474073,1.01315918474073,0.774500553679965,1,2.08502904699536,3.96220544293009,2.83728764378297,136.079046374517,467.156305031711,498.614059044789,3.69623060067804,1.20619856413455,4.9024291648126,0.012,0.188388863663818,98.9614789835089,98.9220012616514,25.0691004862471,0,0
856,normal,0.99,100,0.04535670226376,12000,0.25,0.2,218.688713564296,218.672747561507,0.246513350989558,0.789736609651005,0.789736609651005,0.60329656295154,1,2.08851513544359,3.92580017848368,2.7813427889696,133.173216787766,468.61780265366,501.628533903414,3.97957914604731,1.27085811280156,5.25043725884887,0.012,0.18494288449659,98.8920048197747,98.853423974231,25.0710006903994,0,0
857,normal,0.99,100,0.04535670226376,14000,0.25,0.2,218.969014971921,218.963934311467,0.177990813700736,0.497783053637736,0.497783053637736,0.470938949333376,1,2.09125698923897,3.52962338859514,2.1818909109855,104.333944714251,469.939655292594,498.669484827472,4.06241174987361,1.09796853090592,5.16038028077953,0.012,0.149498895183814,98.9138328995173,98.8827176481296,25.0701573014924,0,0
858,normal,0.99,100,0.04535670226376,16000,0.25,0.2,219.086448048127,219.061933465647,0.136505834435171,0.459898104180554,0.459898104180554,0.426393879251337,1,2.09290021387244,3.34312550384474,1.86305121003795,89.0176797579278,470.431547245119,496.392968470166,4.6831485338244,1.02420409518789,5.70735262901229,0.012,0.134117857613486,98.8013261192226,98.7735037952715,25.0751314205705,0,0
859,R45_R60_R80_R100_R120_f17_f18_f19,0.99,100,0.04535670226376,17000,0.25,0.2,218.181797670271,218.455907977188,0.340641249953789,0.775569327418437,0.775569327418437,0.701860010369224,1,2.08335156814285,3.73589954803681,2.5129543942704,120.620755166662,466.412318695565,494.634440974848,5.2467623837464,1.23642555988511,6.48318794363151,0.012,0.16748334519626,98.6290442914743,98.5941256387342,25.0823368594966,0,0
860,R45_R60_R80_R100_R120_f17_f18_f19,0.99,100,0.04535670226376,18000,0.25,0.2,217.805879280961,217.863397997855,0.328954556259219,1.57026647435474,1.57026647435474,0.971182728247829,1,2.08165453635881,4.04219464213814,2.95359767489081,141.887024158061,465.23462346732,496.336362541205,5.58796678263808,1.33616584428766,6.92413262692574,0.012,0.196072050299163,98.5335159969916,98.4926152432497,25.0880428287742,0,0
861,R45_R60_R80_R100_R120_f17_f18_f19,0.99,100,0.04535670226376,19000,0.25,0.2,217.282787344194,217.366277027897,0.40995349845481,1.653715738842,1.653715738842,1.19714680550118,1,2.07700539727802,4.2508874529981,3.23925240813897,155.957823334697,462.592769571014,496.466267531533,5.73217254509012,1.40430203463021,7.13647457972032,0.012,0.21684052965668,98.4807259355072,98.4352853765389,25.0892169733005,0,0
862,normal,0.99,100,0.04535670226376,20000,0.25,0.2,217.944616961131,217.827446625361,0.333468807514835,1.81766008500341,1.81766008500341,0.987524261199582,1,2.08570203408773,3.87076533185672,2.71268079414526,130.060802061392,466.213957583715,495.803160674574,6.25863466205423,1.293230494272,7.55186515632623,0.012,0.179793891051646,98.4059919914337,98.3686611340904,25.092168064629,0,0
863,normal,0.99,100,0.04535670226376,22000,0.25,0.2,218.703991509127,218.78408891793,0.282029970720525,1.03477994121385,1.03477994121385,0.552686855486529,1,2.0897591099878,3.33761986386545,1.8605012147512,89.0294582690949,468.855171321542,493.605152931351,6.24820513243302,1.01101531464453,7.25922044707755,0.012,0.133676476268031,98.4753200968969,98.4476793888969,25.08895387711,0,0
864,normal,0.99,100,0.04535670226376,24000,0.25,0.2,219.336251780501,219.321777947561,0.0898422422072055,0.594584827403388,0.594584827403388,0.308282751108454,1,2.09468101000925,2.9414716575605,0.963782036340407,46.010921554884,471.227661479105,491.983500257984,7.03620217873025,0.852830794273016,7.88903297300326,0.012,0.103827066146781,98.3534213972601,98.3321123198507,25.094132608472,0,0
865,normal,0.6,120,0.509295817894065,2000,0.25,0.2,199.764099567498,196.518368281535,4.82048267287934,13.6489622645433,13.6489622645433,10.6734689629386,0,0.961122453779554,13.8869734736058,13.8333720460066,1439.29340029543,117.995448755317,194.356065659175,2.71029963906517,14.7343893243109,17.4446889633761,0.012,2.31417638707958,87.1200005720546,85.6564453326056,25.1849270315856,0,0
866,normal,0.6,120,0.509295817894065,6000,0.25,0.2,217.432666409004,217.449886465118,0.533102993727099,1.41460580393091,1.41460580393091,1.15914251585534,1,1.05204677789529,3.89807491475947,3.65744460144196,347.650378128528,141.804350544332,178.841456592723,2.80741564893965,1.251050130392,4.05846577933165,0.012,0.182339856492924,97.2176145493269,97.0962367073693,25.0603762517381,0,0
867,normal,0.6,120,0.509295817894065,10000,0.25,0.2,218.375633324556,218.348030913775,0.328895313010143,0.886247633551211,0.886247633551211,0.750895039193244,1,1.05656880399904,2.98392431307094,2.65903996281813,251.667468578842,143.063274191056,172.703877032181,3.45881306388037,0.795390569835199,4.25420363371557,0.012,0.106845651673631,97.1122206974139,97.0418386989675,25.0626849088203,0,0
868,normal,0.6,120,0.509295817894065,12000,0.25,0.2,218.501922698401,218.433582818332,0.328268218693247,0.823126840946912,0.823126840946912,0.712007809848878,1,1.05732323207518,3.22224487526265,2.92373046725395,276.521916719416,143.251180860231,176.351969083107,3.65952040741622,0.873659614131152,4.53318002154737,0.012,0.124594344433877,96.9325712176177,96.850917945531,25.0649661291721,0,0
869,normal,0.6,120,0.509295817894065,14000,0.25,0.2,219.130636158584,219.112117116532,0.169651426189518,0.611652448658882,0.611652448658882,0.40358312884905,1,1.06013247614991,2.49954317490117,2.09803315532436,197.902922750165,144.056307183955,171.815051429951,3.59411311837297,0.621985473500907,4.21609859187387,0.012,0.07497259299834,97.1565183893703,97.1074169074943,25.0624480676964,0,0
870,normal,0.6,120,0.509295817894065,16000,0.25,0.2,219.336874113558,219.352529334118,0.079607648985392,0.323432213966447,0.323432213966447,0.29430484812818,1,1.06126021066459,2.16635069604722,1.6863060875205,158.896571319157,144.336892518257,169.180415009642,4.05664256561926,0.522859702616686,4.57950226823595,0.012,0.0563169040591712,96.9247830134474,96.8881420498509,25.0648702418846,0,0
871,R45_R60_R80_R100_R120_f17_f18_f19,0.6,120,0.509295817894065,17000,0.25,0.2,218.77047255309,218.71062287828,0.246171547330333,0.507976100567986,0.507976100567986,0.586080509872796,1,1.05841116988524,2.76308142031725,2.40721261516476,227.436433368872,143.575910918049,172.009365897122,4.71555577813707,0.770110188095697,5.48566596623277,0.012,0.0916154272236289,96.3198658695987,96.2607026326273,25.073564231305,0,0
872,R45_R60_R80_R100_R120_f17_f18_f19,0.6,120,0.509295817894065,18000,0.25,0.2,217.864988909179,217.760906344705,0.431477703142117,1.29161562805301,1.29161562805301,1.01776984331605,1,1.05181736726697,3.3001709120137,3.01119345885582,286.284820213615,142.496826616452,173.696574896786,5.10866219917983,1.01188605274729,6.12054825192712,0.012,0.130693536582016,95.8816738235703,95.797429939399,25.0809248217084,0,0
873,R45_R60_R80_R100_R120_f17_f18_f19,0.6,120,0.509295817894065,19000,0.25,0.2,218.01608913501,218.039682325958,0.346623922340791,1.37860005633421,1.37860005633421,0.891053488200904,1,1.05438078623956,3.17960337516101,2.87803009273465,272.959269582209,142.53916365669,173.721899649077,5.05211843766951,0.897814195401803,5.94993263307131,0.012,0.121318531480023,95.9930171428476,95.9146529724352,25.0775551010827,0,0
874,normal,0.6,120,0.509295817894065,20000,0.25,0.2,216.700039525352,216.678161929135,0.633148488094334,2.26637365952034,2.26637365952034,1.50992639584765,1,1.04894301853406,3.44468137870268,3.17183041073269,302.383480769569,140.604301344805,172.13645530398,5.90093639994144,1.11842573820202,7.01936213814345,0.012,0.142389957609372,95.2450969089015,95.1533170650498,25.0863205358229,0,0
